file_id,filename,true_label,pred_label,confidence,proba_margin,cycles,cycle_votes,true_action,pred_action
Group03_03,3.mat,1,2,0.5788379787389977,0.1748837270569084,6,{2: 6},前平举,侧平举
Group03_07,7.mat,3,1,0.6900774668616504,0.3944679734416192,5,"{1: 4, 2: 1}",推肩,前平举
Group03_09,9.mat,3,1,0.7854888885140915,0.5889145621194936,6,{1: 6},推肩,前平举
Group03_18,18.mat,3,1,0.6991576525767614,0.4142941339805695,7,{1: 7},推肩,前平举
Group03_23,23.mat,3,1,0.6075500978115856,0.23033457938961654,7,"{1: 6, 2: 1}",推肩,前平举
Group03_31,31.mat,3,1,0.5524563927371261,0.12153708975693167,7,"{1: 5, 2: 2}",推肩,前平举
Group03_36,36.mat,3,1,0.5773299576338181,0.16874579222625918,8,{1: 8},推肩,前平举
